article number,article name ,Commodity Group Name,Product Retail Price
689192370179,DOMAINE SERENE YANHILL CUVEE 750,WINE,
094922281425,PURO VERDE SILVER 750ML,VODKA,29.99
086785141756,SASYR SANGIOVESE 750,WINE,
720815980020,SEAGRAMS APRICOT VODKA 375ML,VODKA,5.99
700010,PORTA VITA ROSSO 2016 1.5L,WINE,8.99
088076183322,CIROC BLACK RASPBERRY  1.75L,VODKA,59.99
859139000104,GOOSE RUDGE CHARDONNAY,WINE,2.99
747020192413,BENROMACH 10YR 750ML,SCOTCH,
857209005035,CONCRETE CAB SAUV 2014 750ML,WINE,9.99
000008735803,GORDONS VODKA 80 750ML TRVL,VODKA,9.99
086891080031,SEVEN DAUGHTERS MOSCATO 750ML,WINE,11.99
088352112985,OLD EZRA 7 YEARS 101PF 750ML,WHISKEY,21.99
088586006371,VINASOL WHITE WINE ,WINE,11.99
086003254008,COOPER & THIEF 750ML,WINE,24.99
617768191378,SVEDKA 100 PROOF 375ML,VODKA,6.99
083664873463,GLENFIDDICH 14 YEARS 750ML,SCOTCH,52.99
096749013708,HEAVEN HILL VODKA 750ML TRVL,VODKA,5.99
088498110753,ST CLAIR MIMBRES WHITE 750ML,WINE,2.99
1120,LIVINGSTON MOFFETT GEM RED,WINE,
021893796726,PICCINI PROSECCO EXTRA DRY ,WINE,7.99
089540504582,KAHLUA MOCHA 750ML,LIQUEUR,21.99
858379003005,TX BLENDED WHISKEY 750ML,WHISKEY,36.99
081240750269,KAH REPOSADO 750ML,TEQUILA,52.99
088352129013,CALVERT EXTRA 1.75L,WHISKEY,17.99
080432102145,ABERLOUR 12YR 750ML,SCOTCH,54.99
858270002008,HERMAN MARSHALL 80 750ML,WHISKEY,29.99
850571000028,LA HORA AZUL BLUE HOUR REPO 750ML,TEQUILA,49.99
7290014738188,ARAK EFENDI 750ML,LIQUEUR,15.99
096749230600,J W DANTS 375ML,WHISKEY,9.99
856065002035,DEEP EDDY 750ML,VODKA,17.99
811538014786,CUERVO TRADICIONAL REPO GIFT SET 750ML,TEQUILA,20.99
099988071294,MENAGE A TROIS MIDNIGHT RED 750ML,WINE,9.99
898806002003,CORDINA FROZEN MAR-GO-RITA 12.7OZ,WINE,
085592138553,360 DOUBLE CHOCO 750ML,VODKA,12.99
184745000201,CHARLES SMITH EVE CHARD 750ML,WINE,12.99
084692200955,ALIZE GOLD PASSION 375ML,LIQUEUR,9.99
851756002240,GARRISON BROTHERS COWBOY BOURBON 2017 750ML,WHISKEY,299.99
850332003015,CINCO 750ML,VODKA,19.99
088004005665,ROYAL CANADIAN 750ML,WHISKEY,
083103028225,BARRETS 1L,GIN,6.99
835229001206,ABSOLUT CITRON 375ML,VODKA,12.99
080660246376,KENTUCKY GENTLEMAN 375ML,WHISKEY,3.29
854493005017,IRONROOT TEXAS DROUGHT GIN 750ML,VODKA,25.99
640054000009,IL CONTE D'ALBA MOSCATO 750ML,WINE,
854194005002,CANDYS LEMON DROP 750ML,VODKA,
083089450355,CASAMIGOS BLANCO 375ML,TEQUILA,17.99
6009900076140,THE GOOSE PINOT NOIR 2013 750ML,WINE,6.99
088076006430,DICKEL NO. 8 750ML,WHISKEY,19.99
081308003481,FLIP FLOP CRISP WHITE 4PK,WINE,
081308004198,CUPCAKE MOSCATO D'ASTI 3PK,WINE,12.99
691645000229,SPANN VINYARDS BACKACHER 750ML,WINE,
039383008990,MICHTERS 20YR SINGLE BARREL 750ML,SCOTCH,999.99
081932049534,DAMIANA 750ML,LIQUEUR,19.99
080686938125,EFFEN BLACK CHERRY 750ML,VODKA,21.99
088004144739,FIREBALL 200ML,WHISKEY,4.99
080686436409,OLD OVERHOLT STRAIGHT RYE 750ML,WHISKEY,
859685005202,BLUE LACY 750ML,WHISKEY,28.99
666392820536,GINA PINOT GRIGIO 750ML,WINE,
031259015057,G DUBEOUF BEAUJOLAIS VILLAGES,WINE,
657891715591,AUSTIN HOPE CAB SAUV 750ML,WINE,49.99
853495000037,MUSCAT CANELLI,WINE,
088352127989,PEARL CHOCO COV CHER 1L,VODKA,8.99
089819090297,BERINGER WHITE MERLOT 750ML,WINE,3.99
859682006066,ROCK N ROLL PLATINUM SILVER TEQUILA 100ML,TEQUILA,9.99
022099562771,VOTAN ORGANIC 1L,VODKA,9.99
082100738182,ARBOR MIST PEACH SPARKLE 750ML,WINE,5.99
698450500142,CASCO VIEJO PLATA 750ML GIFT PK,TEQUILA,
633824111838,VAN GOGH PINEAPPLE 750ML,VODKA,19.99
084104115914,PENDLETON 750ML,WHISKEY,24.99
086395413007,HONKAKU SHOCHU BENIIKKO ,WINE,14.99
755738000319,MULDERBOSCH SAUVIGNON BLANC 750ML,WINE,15.99
088004000073,TAAKA 80 BLUE 375ML,VODKA,3.29
851684000257,DRY COMAL WHITE BLK 750ML,WINE,13.99
088586002403,TENUTA GUADO AL TASSO 750ML,WINE,79.99
081753828806,ARDBEG KELPIE ,WHISKEY,149.99
085000017272,CAMARENA SILVER 375ML,TEQUILA,8.99
080660207513,TOM MOORE KENTUCKY 1.75L,WHISKEY,15.99
898185001529,TREATY OAK GHOST HILL TEXAS 750ML,WHISKEY,49.99
083300047876,TUACA 200ML,LIQUEUR,7.99
080516033242,BANFI CUM LAUDE 750ML,WINE,38.99
088076201200,USHERS GREEN STRIPE 1.75L,SCOTCH,36.99
089016008224,SOBIESKI 750ML,VODKA,11.99
080686938484,EFFEN BLOOD ORANGE 750ML,VODKA,21.99
086767704818,BAILEYS IRISH CREAM GS 750ML,LIQUEUR,23.99
726319000028,CAMBRIA CHARDONNAY 2015  750ML,WINE,13.99
009016019686,SELECT CLUB APPLE 50ML,WHISKEY,0.99
009016019365,SELECT CLUB SR 91 375ML,WHISKEY,8.99
080686836629,TRES GENERATIONS ANEJO 375ML,TEQUILA,23.99
084380429842,BARTENDERS DELUXE HORCHATA ,LIQUEUR,
851532005021,INFUSE VODKA PEACH 750ML,VODKA,19.99
030955645063,YELLOW ROSE OUTLAW 750ML,WHISKEY,52.99
850842,SUTTER HOME SWEET WHITE 750ML,WINE,
082734314141,FRONTERA CHARDONNAY 750ML,WINE,3.99
088076161870,CIROC 1L,VODKA,41.99
850461001005,NINER SAUV BL BOOTJCK RNCH +14 750ML,WINE,22.99
085000018132,BAREFOOT RIESLING 1.5L,WINE,11.99
085000013052,GALLO LIVINGSTON SANGRIA 1.5L,WINE,6.99
083664870462,MILAGRO SILVER 1L,TEQUILA,39.99
070491100091,COCO REAL 21OZ,MIXERS,4.99
810108010340,HEERING COFFEE 750ML,LIQUEUR,9.99
610639,STELLA ROSA BIANCO 750ML,WINE,11.99
096749010189,ELIJAH CRAIG 18YR 750ML,WHISKEY,149.99
086785191089,CHAMUCOS BLANCO 750ML,TEQUILA,39.99
700118825782,RUSSIAN VALUE PLATINUM 100ML,VODKA,1.99
699013000352,RON BOTRAN ANEJO 750ML,TEQUILA,
086003001502,ROBERT MONDAVI MERLOT 1.5L,WINE,17.99
088004144678,FIREBALL 1L,WHISKEY,18.99
097485200780,HIGHLAND PARK 1986,SCOTCH,
085763003284,MESSINA HOFF CAB FISHER HOUSE 750ML,WINE,
085904196608,MOGEN DAVID BLACKBERRY 3L,WINE,13.99
9421019370338,VOLI LYTE 750ML,VODKA,19.99
070491270022,MASTER OF MIXES LITE MARG 1.75L,MIXERS,6.99
857010,CARLO ROSSI RHINE 1.5L,WINE,6.49
082000759638,SMIRNOFF KISSED CARAMEL 1.75L,VODKA,19.99
811538015707,THREE OLIVES LOOPY 1.75L,VODKA,25.99
088544014318,SOUTHERN COMFORT 750ML TRAV,WHISKEY,14.99
721733002306,PATRON CITRONGE MANGO 375ML,LIQUEUR,7.99
084519960031,RED EYE TEXAS STYLE BLOODY MARY 1L,MIXERS,7.99
083120002949,FRANZIA ORANGE BLS 5L,WINE,15.99
08210073875,ARBOR MIST PINK MOSCATO RASPBERRY 750ML,WINE,
085000019917,GALLO PINK MOSCATO 1.5L,WINE,8.99
85976034075,MANISCHEWITZ CREAM WHITE CONCORD 750ML,WINE,
822760,STIRRINGS PEACH 750ML,LIQUEUR,13.99
850832,SUTTER HOME BUBBLY MOSCATO 750ML,WINE,8.99
823000,Q QREAM 375ML,LIQUEUR,17.99
7751738002424,ANTAGONIC 750ML,GIN,17.99
850346005081,BELUGA TRANSATLANTIC RACING 750ML,VODKA,29.99
088474008159,FUNF SANGRIA 750ML,WINE,3.99
811538011877,TINCUP 750ML,WHISKEY,24.99
813974000163,LUCKY NITES GOLD 750ML,LIQUEUR,7.99
085676102623,SKOL 100 PROOF VODKA 750ML,VODKA,7.99
080480231033,DEWARS 12YRS 375ML,SCOTCH,17.99
081434100108,DISENO MALBEC 750ML,WINE,10.99
0811538015219,THREE OLIVES 1.75L,VODKA,19.99
080480172022,CAZADORES BLANCO 750ML,TEQUILA,21.99
9780965774860,MYX MOSCATO AND MANGO,WINE,
721733000906,PATRON ANEJO 1.75L,TEQUILA,115.00
016600325405,ROSES LIGHT COSMOPOLITAN MIX 20OZ,MIXERS,4.99
018138101025,CHALONE CHARDONNAY 750ML,WINE,22.99
1170,CALERA CHARDONNAY,WINE,29.99
680203019353,WILLETT POT STILL RESERVE 750ML,WHISKEY,59.99
898185001017,GRAHAMS TEXAS TEA 750ML,VODKA,16.99
083085916060,ESTANCIA CHARDANNAY 750ML,WINE,10.99
803274592027,PETRONIUS CHIANTI 750ML,WINE,
080480172527,CAZADORES ANEJO 750ML,TEQUILA,37.99
081908000149,CONCANNON RED 750ML,WINE,
08678521275,ROSCATO PINOT GRIGIO 750ML,WINE,12.99
088352130217,ST BRENDANS SALTED CARAMEL 750ML,LIQUEUR,7.99
085592142451,360 PEACH 750ML,VODKA,
721059707510,ESPOLON REPOSADO 750ML,TEQUILA,21.99
018341751093,BAREFOOT ZIN LODI CALIF 750ML,WINE,
1155,DEPARTURE SYRAH 750ML,WINE,
089819068227,BERINGER CAB SAUV CALIF 750ML,WINE,3.99
080686006954,JIM BEAM VANILLA 200ML,WHISKEY,4.99
096749021321,EVAN WILLIAMS GREEN 750ML,WHISKEY,11.99
721733001088,PATRON ANEJO 200ML,TEQUILA,15.99
7502212185146,TRES PESOS GOLD 1L,TEQUILA,10.99
083103613131,REAL LIGHT 1.75L,VODKA,
083120102892,FRANZIA CRISP WHITE 5L,WINE,12.99
083085300388,ESTANCIA PINOT GRIGIO 750ML,WINE,11.99
855624003537,XO G GIULIANA,WINE,
084279916620,HAMPTONS 750ML,VODKA,29.99
811538011938,THREE OLIVES ELVIS COCONUT WATER 750ML,VODKA,15.99
080686001713,RED STAG HONEY TEA 750ML,WHISKEY,
080660353890,HIGHLAND MIST 200ML,SCOTCH,
033293863007,RENE BARBIER MED WHITE 3L,WINE,19.99
080686931331,PINNACLE CAKE 200ML,VODKA,1.85
756774022877,TURIN KAHLUA CHOCOLATES TUBE,LIQUEUR,9.99
086891082738,SEVEN DAUGHTERS CAB SAUV 750ML,WINE,10.99
080915033379,BOLS AMARETTO 1L,LIQUEUR,9.99
821740,GODIVA CARAMEL 375ML,LIQUEUR,
741638000054,PURASANGRE REPOSADO 750ML,TEQUILA,59.99
839743001575,YELLOWTAIL SANGRIA 750ML,WINE,6.99
082242013741,BOTA BOX NIGHTHAWK BLACK 3L,WINE,19.99
082242294935,GNARLY HEAD OLD VINE ZIN 750ML,WINE,9.99
833302010022,SIVAS-SONOMA PINOT NIOR 750ML,WINE,2.99
022851011011,OSBORNE SHERRY 750ML,WINE,8.99
083664868933,MILAGRO REPO 1.75L,TEQUILA,49.99
818838005285,RIO CLARO CAB/MERLOT,WINE,6.99
082184038710,GENTLEMAN JACK 375ML,WHISKEY,16.99
891156001160,FORTY CREEK HARMONY,WHISKEY,59.99
089540504629,KAHLUA PEPPERMINT MOCHA 750ML,LIQUEUR,21.99
4840526005846,CHOCOLATO STRAWBERRY WINE,WINE,7.99
851601000063,TWENTY BENCH CAB SAUV 750ML,WINE,
088076179080,CIROC PINEAPPLE 750ML,VODKA,29.99
088596103060,LLANO CHARD 750ML,WINE,11.99
094799020011,DOWS TAWN PORTO 750ML,WINE,14.99
082896710294,FETZER CHARD 750ML,WINE,7.99
814794011131,PALLINI LIMONCELLO CREAM ,LIQUEUR,24.99
081753827519,GLENMORANGIE MILSEAN 750ML,SCOTCH,99.99
083089450102,CASAMIGOS BLANCO 1L,TEQUILA,
856980,CARLO ROSSI BURGUNDY 1.5L,WINE,6.99
082000751816,SMIRNOFF MANGO 750ML,VODKA,13.99
720815984424,SEAGRAMS PLATINUM SELECT 375ML,VODKA,6.99
721059000468,X RATED TROPIX 750ML,LIQUEUR,25.99
812066020782,CUTTY SARK 375ML,SCOTCH,14.99
080432400722,GLENLIVET 12YR 1.75L,SCOTCH,86.99
085000041598,GALLO FAMILY MERLOT 4PK,WINE,5.99
088320004366,GLENGOYNE HIGHLAND 12 YR SCOTCH 750ML,WHISKEY,51.99
088320700060,SAKE GEKKEIKAN ACE 180ML,LIQUEUR,5.99
081452800547,SABRA CHOCOLATE ORANGE 750ML,LIQUEUR,
085592119781,TARANTULA AZUL 50ML,TEQUILA,0.99
082734616238,BEL ARBOR MOSCATO 2014,WINE,3.99
084848100306,LAIRD'S APPLEJACK 750ML,WHISKEY,19.99
082000001225,SMIRNOFF CRANBERRY 750ML,VODKA,13.99
081588077325,NOCELLO WALNUT LIQ 750ML,LIQUEUR,24.99
896589000063,INTRIGUE 750ML,LIQUEUR,26.99
085000025055,BAREFOOT SANGRIA 750ML,WINE,
811538010306,1800 COCONUT 200ML,TEQUILA,7.99
732048003711,ROSENBLUM CHARDONNAY 750ML,WINE,
833202001465,EGALITE ,WINE,7.99
088076174962,CIROC COCONUT 1L,VODKA,39.99
080686938880,EFFEN HOLIDAY TRIO PACK 375ML,VODKA,29.99
085000017340,CAMARENA REPO 200ML,TEQUILA,5.99
088352126623,EXOTICO REPOSADO 1.75L,TEQUILA,35.99
080686012405,BASIL HAYDENS 750ML,WHISKEY,39.99
811538015035,THREE OLIVES LOOPY 750ML,VODKA,15.99
85000002490,TURNING LEAF CABERNET SAVIGNON 750ML,WINE,
769611000150,SONOMA CUTRER PINOT NOIR 750ML,WINE,25.99
736040530602,PISCO PORTON 750ML GIFT SET,LIQUEUR,
088352128054,PEARL WHIPPED 1.75L,VODKA,16.99
8970846543,PINNACLE VODKA TRAVELER 750ML,VODKA,12.99
096749324170,KENTUCKY BEAU 1.75L,WHISKEY,12.99
088076183063,OBAN BAY RESERVE SINGLE MALT 750ML,WHISKEY,99.00
088320630596,CRISTAL SIN AZUCAR 750ML,VODKA,
769354860813,JIANZHUANG CHINESE,LIQUEUR,16.99
082544990757,3 GIRLS PURE RED 750ML,WINE,10.99
080686006466,JIM BEAM FIRE 1.75L,WHISKEY,25.99
096749200313,BURNETTS VODKA 1.75L,VODKA,13.99
008054012062,FALL CREEK EDS SMOOTH RED 750ML,WINE,9.99
085000025062,BAREFOOT SANGRIA 1.5L,WINE,11.99
080686813040,LAPHROAIG 10YR CASK STRENGTH 750ML,SCOTCH,59.99
096749083725,BURNETTS MAPLE SYRUP VODKA 1.75L,VODKA,12.99
812459011939,KRU PEACH MANGO 750ML,VODKA,14.99
088857001722,HIBIKI SUNTORY 17YR,WHISKEY,349.99
088110985042,J & B SCOTCH 750ML,SCOTCH,21.99
082242013291,EARL STEVENS RED BLEND 750ML,WINE,12.99
022099562764,VOTAN ORGANIC 750ML,VODKA,6.99
017444000220,PEPPERWOOD GROVE PINOT NOIR,WINE,9.99
701254258659,BLUE MOSCATO PINA COLADA 750ML,WINE,
851012,FRE CHARDONNAY N/A 750ML,WINE,7.99
675829200018,DISTRICT 7 CHARD 750ML,WINE,14.99
851088007067,STILL AUSTIN DAYDREAMER WHISKEY 750ML,WHISKEY,24.99
850831002038,HUDSON FOUR GRAIN 750ML,WHISKEY,
85904016609,MOGEN DAVID CONCORD 3L,WINE,12.99
859685005479,WESTERNSON CUCUMBER 375ML,VODKA,
031439003003,COLLINS TOM & JERRY 12OZ,MIXERS,4.99
858513001003,RUSKOVA 1.75L,VODKA,
812459012134,BIRD DOG BOURBON WHISKEY 375ML,WHISKEY,9.99
664858000058,ANTIOPUENO AGUARDIENTE 1.75L,LIQUEUR,39.99
0854125003039,TRES AGAVES MARGARITA MIX 1L,MIXERS,7.99
690711004260,CHATEAU LA FLEUR GAZIN POMEROL 750ML,WINE,54.99
721733000043,PATRON CITRONGE ORANGE 750ML,LIQUEUR,19.99
086003256002,CUTTINGS CAB SAV,WINE,59.99
018200000904,PURUS ORGANIC VODKA 750ML,VODKA,19.99
744607050395,HERRADURA TEQ REPOSADO 1LT,TEQUILA,
089105530308,JESSE JAMES BOURBON 1.75L,WHISKEY,26.99
739958033401,COPPOLA SHIRAZ 750ML,WINE,9.99
084279975559,STARLING CASTLE RIESLING,WINE,9.99
083120100393,FRANZIA PINOT GRIGIO 5L,WINE,15.99
080432110645,JAMESON COOPERS CROZE 750ML,WHISKEY,99.99
744607015202,HERRADURA SELECCION SUPREMA EXTRA ANEJO 750ML,TEQUILA,369.99
079753029330,MICHELADA MIX 32OZ,MIXERS,3.99
083664873692,GLENFIDDICH IPA CASK EXPERIMENTAL SERIES 750ML,SCOTCH,69.99
097485200391,BUNNAHABHAIN 1977,SCOTCH,
089540352817,BALLANTINES 1.75L,SCOTCH,38.99
802365181499,EL ULTIMO AGAVE BLANCO,TEQUILA,29.99
088004100834,TORADA TEQULIA  GOLD 1L ,TEQUILA,9.99
080686412106,CRAVE CHOCOLATE TRUFFLE 750ML,LIQUEUR,17.99
812066020683,MACALLAN 10YR 750ML,SCOTCH,53.99
080686110613,SKINNYGIRL SPICY LIME MARGARITA 750ML,LIQUEUR,12.99
858499003169,THE INFINITE MONKEY RED,WINE,14.99
084279994116,KINKY GOLD 375ML,LIQUEUR,8.99
835229010031,ABSOLUT TEXAS 750ML,VODKA,
860869383540,EFFEN VODKA 750ML W/ BLOODY MARY MIX,VODKA,21.99
009016014247,AGAVALES SILVER 1L,TEQUILA,17.99
811538013116,CUERVO PINEAPPLE MARG MIX 1.75,MIXERS,6.99
837571003334,MORANDE PIONERO PINOT NOIR 750ML,WINE,6.99
144340000013,DON RAMON REPO 750ML,TEQUILA,33.99
009016014117,HYOS DE OILLA,TEQUILA,37.99
010086104240,FRIZECCO BLACK CHERRY MOSCATO,WINE,9.99
720815987074,SEAGRAMS RED BERRY 200ML,VODKA,
843706006842,SUTIL CARMENERE 750ML,WINE,
853222006004,MALFY CON LIMONE 750ML,GIN,29.99
679784223044,DUCKWORTH GRAPEFRUIT MANGO 750ML,VODKA,29.99
082184002100,JACK DANIEL SNGL BRL PROOF 750ML,WHISKEY,59.99
695235000743,FAT BASTARD CABERNET SAUVIGNON 750ML,WINE,10.99
088004020842,BENCHMARK NO 8 750ML,WHISKEY,9.99
720815987234,SEAGRAMS RED BER 750ML,VODKA,11.99
608604000114,1921 TEQUILA CREAM 750ML,LIQUEUR,27.99
031439001368,COLLINS MINT INFUSED SIMPLE SYRUP 375ML,MIXERS,3.99
851016004038,REMIX STAR FRUIT 750ML,VODKA,3.99
088004021504,DR MCGILLICUDDYS PEACH 750ML,WHISKEY,16.99
851088007029,STILL AUSTIN MOTHER PEPPER  750ML,WHISKEY,24.99
081753825737,GLENMORANGIE TUSAIL 750ML GIFT SET,SCOTCH,
074854380915,PRO NORDIC 1.75L,VODKA,17.99
085000020401,NEW AMSTERDAM PEACH 200ML,VODKA,3.99
053186200092,CAP ROCK BLUSH ROYALE 750ML,WINE,8.99
080686321026,CREME DE COCO WHT 375ML,LIQUEUR,8.99
040232155031,GOZA ANEJO TEQUILQ 750ML,TEQUILA,39.99
083103418231,WHITE WOLF 1L,VODKA,
680499817275,SUGAR RIDGE WINERY LIME ,WINE,16.99
856170,LIVINGSTON CELLARS CHABLIS BLANC 1.5L,WINE,6.99
089540521299,KAHLUA CHILI CHOCOLATE 750ML,LIQUEUR,21.99
855530,SHEFFIELD CELLARS TAWNY PORT 1.5L,WINE,10.99
851767001409,M+S RASPBERRY 750ML,VODKA,28.99
822030,JEREMIAH WEED SWEET TEA 1.75L,LIQUEUR,31.99
088320341034,L-REAL SANGRIA 750ML,WINE,5.99
086003249004,RAVAGE CABERNET SAUVIGNON 750ML,WINE,11.99
080686843016,HORNITOS SPICED HONEY 750ML,TEQUILA,23.99
18341751062,BAREFOOT WHITE ZINFANDEL 750ML,WINE,
812459012509,TWENTY GRAND 100ML,VODKA,2.99
086785491097,LABOURE-ROI 2012 CAB SAV,WINE,4.99
085676403171,SKOL GIN 1.75L,GIN,12.99
617768141755,SVEDKA STRAWBERRY LEMONADE 750ML,VODKA,11.99
890344002019,CRUZ DEL SOL SILVER 750ML,TEQUILA,19.99
094799010098,GRAHAMS 20YR TAWNY PORTO 750ML,WINE,59.99
082000773603,CIROC TEN VODKA 1L,VODKA,249.99
031259000701,REDEMPTION HIGH RYE BOURBON,WHISKEY,27.99
6921847689033,ZEN VILLAGE PLUM GREEN/RED WINE 750ML,WINE,9.99
9421019370358,ELECTRIC PINK 750ML,WINE,
BLKBART,BLACK BART SYRAH 750ML,WINE,59.99
812459010567,WHITETAIL 1.75L,WHISKEY,
795652200617,JINRO  CHAMISUL FRESH 375ML,VODKA,5.99
085000021378,NEW AMSTERDAM CITRON 1.75L,VODKA,18.99
NV337,NOBEL VINES 337,WINE,
085000048955,GALLO FAMILY PINOT GRIGIO 4PK,WINE,5.99
8000400203799,AVERNA AMARO SICILIANO 1L,LIQUEUR,40.99
082734495352,FRONTERA MOSCATO 4PK,WINE,
087356510124,CLOS DU BOIS CHARD 750ML,WINE,9.99
086785212463,ROSCATO ROSE 750ML,WINE,12.99
080660353807,HIGHLAND MIST 375ML,SCOTCH,4.99
081434068217,RED GUITAR SANGRIA 1.5L,WINE,10.99
654910000089,MCWILLIAMS CABERNET SAUVIGNON 750ML,WINE,4.99
083664873524,TULLAMORE D.E.W 14YR IRISH WHISKEY,WHISKEY,62.99
080686831600,SAUZA GOLD 375ML,TEQUILA,
812459014220,CALUMET FARM 12YRS 750ML,WHISKEY,69.99
087356172193,CLOS DU BOIS SHIRAZ 750ML,WINE,
083664120260,CLAN MACGREGOR 1.75L,SCOTCH,17.99
086003841857,WOODBRIDGE WHITE ZIN 750ML,WINE,6.99
070491804951,FINEST CALL PINA COLADA 1L,MIXERS,4.99
851187002178,CAMPEON ANEJO,TEQUILA,86.99
086003005198,THORNY ROSE SAUV BLANC 750ML,WINE,
082000776208,SMIRNOFF SOURCED CRANBERRY APPLE 750ML ,VODKA,15.99
780999000945,STIRRINGS SIMPLE SYRUP 12OZ,MIXERS,4.99
673943336156,SOMBRERO SILVER 750ML,TEQUILA,
665203751113,MERRYS PUMPKIN SPICE 750ML,LIQUEUR,12.99
856724006329,CASAMIGOS MZCAL JOVEN 80 750ML,TEQUILA,54.99
080516121246,FLORIO MARSALA SWEET 750,WINE,12.99
738759796553,BACKWOODS 750ML,WHISKEY,26.99
750240319973,CENAY CAB 750ML,WINE,
087236210243,METAXA OUZO 750ML,LIQUEUR,19.99
701254560257,BACIO DE BOLLE WHITE MOSCATO 750ML,WINE,7.99
086785212579,ROSCATO PINOT GRIGIO ,WINE,12.99
081753819170,BELVEDERE INTENSE 1L,VODKA,
080432291672,PERNOD ANISE 750ML,WINE,29.99
721059002004,SKYY 200ML,VODKA,4.99
715826101908,RAVENSWOOD ZINF 750ML,WINE,9.99
080432401606,SEAGRAMS LIME TWIST GIN 750ML,GIN,11.99
4710085231164,KAVALAN DISTILLERY 750ML,WHISKEY,59.99
089708452601,PINNACLE PUMPKIN PIE 750ML,VODKA,12.99
087236400040,FAMOUS GROUSE 1L,SCOTCH,28.99
085592128066,TEQUILA ROSE COCOA 375ML,LIQUEUR,12.99
096749083763,EVAN WILLIAMS APPLE ORCHARD CIDER 750ML,WHISKEY,10.99
819614000029,SEPTIMA MALBEC 2015 750ML,WINE,12.99
080432110119,JAMESON CASKMATES 200 ML,WHISKEY,
085000025598,GALLO SWEET BERRY 1.5L,WINE,8.99
084692206193,ALIZE BLUE PASSION 1L,LIQUEUR,26.99
9780965774676,ROCKET SCIENCE RED 750ML,WINE,53.99
080244002039,BLANTONS SB 750ML,WHISKEY,79.99
088320003956,MARQUES DE RISCAL,WINE,49.99
857744099001,JOSEPH CARR CABERNET SAUVIGNON 750ML,WINE,13.99
012354010062,LITTLE PENGUIN MERLOT 750ML,WINE,6.99
617768127759,SVEDKA GRAPE VODKA 750ML,VODKA,11.99
854698003009,KAPPA PISCO,LIQUEUR,28.99
080480282059,GREY GOOSE CITRON 375ML,VODKA,16.99
085000008164,RANCHO ZABACO ZIN 750ML,WINE,14.99
9780965774817,BLACKBIRD VINYARDS ARISE 750ML,WINE,
895216002012,MOSKATO LIFE 750ML,WINE,6.99
066528000267,BADIOLA CHIANTI 750ML,WINE,7.99
080686012122,BASIL HAYDENS 375ML,WHISKEY,16.99
082734258247,CASILLERO DEL DIABLO ROSE 2016,WINE,8.99
088076181540,CIROC FRENCH VANILLA 750ML,VODKA,29.99
080732246501,CALLIER DES DAUPHINS 750ML,WINE,12.99
617768113752,SVEDKA 375ML,VODKA,5.99
652935100098,6TH SENSE SYRAH 750ML,WINE,
810885011226,VEUVE DU VERNAY ICE ROSE 750ML,WINE,9.99
088004022402,PEYCHAUDS APERITIVO 750ML,LIQUEUR,18.99
811538012492,THREE OLIVES BLUEBERRY 1.75L,VODKA,16.99
835229001077,ABSOLUT BERRI ACAI 750ML,VODKA,21.99
859181000800,ELYSE ZINFANDEL 750ML,WINE,
088320004335,GLENGOYNE HIGHLAND 15 YR 750ML,SCOTCH,72.99
082100112166,CISCO STRAWBERRY 750ML,WINE,5.99
085000023488,APOTHIC CRUSH 750ML,WINE,10.99
009016014292,AGAVALES GOLD 750ML,TEQUILA,14.99
870290,MARGARITAVILLE ORO 375ML,TEQUILA,8.99
857852005109,TROPICAL MOSCATO MANGO,WINE,13.99
085000023150,NEW AMSTERDAM MANGO 100ML,VODKA,1.99
080720963076,WOODWORK MERLOT 750ML,WINE,12.99
080686110354,SKINNY GIRL CAB SAUV 750ML,WINE,
032461730165,HARVEYS HOT BUTTERED RUM BATTER 12OZ,MIXERS,4.49
080432353073,JACOBS CREEK RES SHIRAZ 750ML,WINE,11.99
096749528103,CONQUISTADOR SILVER 1.75L,TEQUILA,19.99
081128069759,LITTLE BLACK DRESS BLACK CHERRY VANILLA 750ML,VODKA,13.99
839728003334,MANINA SAUVIGON BLANC 750ML,WINE,12.99
088076183094,CLYNELISH RESERVE GAME OF THRONES 750ML,SCOTCH,99.99
721733001170,PATRON XO CAFE 1.75L,LIQUEUR,41.99
896499001402,CANNONBALL CHARDONNAY 750 ML,WINE,
082896710270,FETZER SAUV BLANC 750ML,WINE,6.99
853950,CASK AND CREAM,LIQUEUR,
070491553002,FINEST CALL RED SANGRIA 750ML,MIXERS,5.99
750301313698,CASA NOBLE REPOSADO GIFT SET 750ML,TEQUILA,
891451000745,4 FOXES CHARDONNAY 750ML,WINE,13.99
850346005050,BELUGA GOLD LINE 1.75L,VODKA,189.99
082928400100,DI AMORE QUATTRO ORANGE 1L,LIQUEUR,17.99
658887000103,ZODIAC BLACK CHERRY 750ML,VODKA,19.99
031259009551,YELLOWTAIL SHIRAZ CAB 1.5L,WINE,12.99
810108010470,DRYSACK OLOROSO,WINE,
617768181171,SVEDKA GRAPEFRUIT JALAPENO 1.75ML,VODKA,19.99
083664868940,MILAGRO REPO 750ML,TEQUILA,29.99
088076169074,BUSHMILLS IRISH 21YR 750ML,WHISKEY,149.99
084692471546,SEQUOIA GROVE CAB,WINE,47.99
721059831758,SKYY BLOOD ORANGE 1.75L,VODKA,24.99
085000016473,BRIDLEWOOD CHARDONNAY 750ML,WINE,12.99
